,Experiment,Level,algorithm,BAS
406,Exp_8_500,2,Natural_C,0.7710703786435541
407,Exp_8_500,3,Natural_C,1.0
408,Exp_23_500,0,Natural_C,0.9975010412328197
409,Exp_23_500,1,Natural_C,0.9459701978287653
410,Exp_23_500,2,Natural_C,0.8346372194536329
411,Exp_23_500,3,Natural_C,0.5
412,Exp_30_500,0,Natural_C,0.9719785575048733
413,Exp_30_500,1,Natural_C,0.9126478796139901
414,Exp_30_500,2,Natural_C,0.8424373005250608
415,Exp_30_500,3,Natural_C,1.0
416,Exp_14_500,0,Natural_C,0.9686773014290462
417,Exp_14_500,1,Natural_C,0.9303854738684354
418,Exp_14_500,2,Natural_C,0.8077591751003739
419,Exp_14_500,3,Natural_C,1.0
0,Exp_34_300,0,DBSCAN,0.717877094972067
1,Exp_34_300,1,DBSCAN,0.5201793721973094
2,Exp_34_300,2,DBSCAN,0.5520588235294117
3,Exp_34_300,3,DBSCAN,0.5
4,Exp_33_300,0,DBSCAN,0.7487437185929648
5,Exp_33_300,1,DBSCAN,0.6120331950207469
6,Exp_33_300,2,DBSCAN,0.5653310104529616
7,Exp_33_300,3,DBSCAN,1.0
8,Exp_31_300,0,DBSCAN,0.7074468085106382
9,Exp_31_300,1,DBSCAN,0.5273348519362187
10,Exp_31_300,2,DBSCAN,0.5978062157221207
11,Exp_31_300,3,DBSCAN,1.0
12,Exp_32_300,0,DBSCAN,0.5088757396449705
13,Exp_32_300,1,DBSCAN,0.5180972078593589
14,Exp_32_300,2,DBSCAN,0.5072515033604528
15,Exp_32_300,3,DBSCAN,1.0
16,Exp_20_300,0,DBSCAN,0.8527918781725888
17,Exp_20_300,1,DBSCAN,0.8192488262910798
18,Exp_20_300,2,DBSCAN,0.6226215644820297
19,Exp_20_300,3,DBSCAN,1.0
20,Exp_6_300,0,DBSCAN,0.9639175257731959
21,Exp_6_300,1,DBSCAN,0.6626794258373205
22,Exp_6_300,2,DBSCAN,0.5717449069973428
23,Exp_6_300,3,DBSCAN,0.5
24,Exp_26_300,0,DBSCAN,0.6075268817204301
25,Exp_26_300,1,DBSCAN,0.5154914529914529
26,Exp_26_300,2,DBSCAN,0.5162758137906895
27,Exp_26_300,3,DBSCAN,0.5
28,Exp_19_300,0,DBSCAN,0.5614973262032086
29,Exp_19_300,1,DBSCAN,0.5316964285714285
30,Exp_19_300,2,DBSCAN,0.5672199170124481
31,Exp_19_300,3,DBSCAN,1.0
32,Exp_24_300,0,DBSCAN,0.6612021857923498
33,Exp_24_300,1,DBSCAN,0.528835690968444
34,Exp_24_300,2,DBSCAN,0.5928262436914203
35,Exp_24_300,3,DBSCAN,0.5
36,Exp_16_300,0,DBSCAN,0.6524064171122994
37,Exp_16_300,1,DBSCAN,0.5207423580786026
38,Exp_16_300,2,DBSCAN,0.5351951032899771
39,Exp_16_300,3,DBSCAN,1.0
40,Exp_29_300,0,DBSCAN,0.890625
41,Exp_29_300,1,DBSCAN,0.8727272727272728
42,Exp_29_300,2,DBSCAN,0.6580829756795422
43,Exp_29_300,3,DBSCAN,1.0
44,Exp_12_300,0,DBSCAN,0.5
45,Exp_12_300,1,DBSCAN,0.5660569105691057
46,Exp_12_300,2,DBSCAN,0.6380568356374808
47,Exp_12_300,3,DBSCAN,1.0
48,Exp_2_300,0,DBSCAN,0.6202185792349727
49,Exp_2_300,1,DBSCAN,0.5292072322670376
50,Exp_2_300,2,DBSCAN,0.6104129263913824
51,Exp_2_300,3,DBSCAN,1.0
52,Exp_9_300,0,DBSCAN,0.6871657754010695
53,Exp_9_300,1,DBSCAN,0.6911554921540657
54,Exp_9_300,2,DBSCAN,0.5642259414225942
55,Exp_9_300,3,DBSCAN,0.5
56,Exp_5_300,0,DBSCAN,0.6123595505617978
57,Exp_5_300,1,DBSCAN,0.526567481402763
58,Exp_5_300,2,DBSCAN,0.5433925049309665
59,Exp_5_300,3,DBSCAN,1.0
60,Exp_10_300,0,DBSCAN,0.9005235602094241
61,Exp_10_300,1,DBSCAN,0.6360062893081762
62,Exp_10_300,2,DBSCAN,0.667479674796748
63,Exp_10_300,3,DBSCAN,1.0
64,Exp_3_300,0,DBSCAN,0.8342541436464088
65,Exp_3_300,1,DBSCAN,0.5388888888888889
66,Exp_3_300,2,DBSCAN,0.5831227892875189
67,Exp_3_300,3,DBSCAN,0.5
68,Exp_17_300,0,DBSCAN,0.8220338983050848
69,Exp_17_300,1,DBSCAN,0.5275498241500586
70,Exp_17_300,2,DBSCAN,0.5433091981764548
71,Exp_17_300,3,DBSCAN,1.0
72,Exp_18_300,0,DBSCAN,0.9183673469387755
73,Exp_18_300,1,DBSCAN,0.8626760563380282
74,Exp_18_300,2,DBSCAN,0.7006457564575646
75,Exp_18_300,3,DBSCAN,1.0
76,Exp_0_300,0,DBSCAN,0.9675
77,Exp_0_300,1,DBSCAN,0.5355329949238579
78,Exp_0_300,2,DBSCAN,0.5529767911200807
79,Exp_0_300,3,DBSCAN,1.0
80,Exp_7_300,0,DBSCAN,0.7591623036649215
81,Exp_7_300,1,DBSCAN,0.6162011173184357
82,Exp_7_300,2,DBSCAN,0.7609736632083001
83,Exp_7_300,3,DBSCAN,1.0
84,Exp_28_300,0,DBSCAN,0.6846153846153846
85,Exp_28_300,1,DBSCAN,0.5494505494505495
86,Exp_28_300,2,DBSCAN,0.6292175161521896
87,Exp_28_300,3,DBSCAN,1.0
88,Exp_27_300,0,DBSCAN,0.5664739884393064
89,Exp_27_300,1,DBSCAN,0.5243271221532091
90,Exp_27_300,2,DBSCAN,0.5937373737373738
91,Exp_27_300,3,DBSCAN,1.0
92,Exp_13_300,0,DBSCAN,0.69
93,Exp_13_300,1,DBSCAN,0.5806451612903226
94,Exp_13_300,2,DBSCAN,0.5867475973697521
95,Exp_13_300,3,DBSCAN,1.0
96,Exp_1_300,0,DBSCAN,0.8159340659340659
97,Exp_1_300,1,DBSCAN,0.7155688622754491
98,Exp_1_300,2,DBSCAN,0.5688775510204082
99,Exp_1_300,3,DBSCAN,1.0
100,Exp_25_300,0,DBSCAN,0.5621761658031088
101,Exp_25_300,1,DBSCAN,0.5177029360967185
102,Exp_25_300,2,DBSCAN,0.5259596796465065
103,Exp_25_300,3,DBSCAN,1.0
104,Exp_11_300,0,DBSCAN,0.8015463917525774
105,Exp_11_300,1,DBSCAN,0.5440860215053763
106,Exp_11_300,2,DBSCAN,0.5588760035682426
107,Exp_11_300,3,DBSCAN,1.0
108,Exp_4_300,0,DBSCAN,0.6637426900584795
109,Exp_4_300,1,DBSCAN,0.658008658008658
110,Exp_4_300,2,DBSCAN,0.5281007751937985
111,Exp_4_300,3,DBSCAN,1.0
112,Exp_15_300,0,DBSCAN,0.6275510204081632
113,Exp_15_300,1,DBSCAN,0.7023346303501945
114,Exp_15_300,2,DBSCAN,0.5519935344827587
115,Exp_15_300,3,DBSCAN,1.0
116,Exp_21_300,0,DBSCAN,0.9775
117,Exp_21_300,1,DBSCAN,0.7761194029850746
118,Exp_21_300,2,DBSCAN,0.7142857142857143
119,Exp_21_300,3,DBSCAN,1.0
120,Exp_22_300,0,DBSCAN,0.9732620320855615
121,Exp_22_300,1,DBSCAN,0.75
122,Exp_22_300,2,DBSCAN,0.6438127090301003
123,Exp_22_300,3,DBSCAN,1.0
124,Exp_8_300,0,DBSCAN,0.8668341708542713
125,Exp_8_300,1,DBSCAN,0.7062423500611995
126,Exp_8_300,2,DBSCAN,0.5837122778007441
127,Exp_8_300,3,DBSCAN,1.0
128,Exp_23_300,0,DBSCAN,0.9722222222222222
129,Exp_23_300,1,DBSCAN,0.8415841584158417
130,Exp_23_300,2,DBSCAN,0.8503134796238245
131,Exp_23_300,3,DBSCAN,1.0
132,Exp_30_300,0,DBSCAN,0.7868852459016393
133,Exp_30_300,1,DBSCAN,0.7639097744360902
134,Exp_30_300,2,DBSCAN,0.6027679623085983
135,Exp_30_300,3,DBSCAN,1.0
136,Exp_14_300,0,DBSCAN,0.9352331606217616
137,Exp_14_300,1,DBSCAN,0.6704545454545454
138,Exp_14_300,2,DBSCAN,0.7336898395721925
139,Exp_14_300,3,DBSCAN,1.0
140,Exp_34_400,0,DBSCAN,0.7725
141,Exp_34_400,1,DBSCAN,0.5932914046121593
142,Exp_34_400,2,DBSCAN,0.6004478566858605
143,Exp_34_400,3,DBSCAN,1.0
144,Exp_33_400,0,DBSCAN,0.6108247422680413
145,Exp_33_400,1,DBSCAN,0.5193661971830986
146,Exp_33_400,2,DBSCAN,0.5108736407949006
147,Exp_33_400,3,DBSCAN,1.0
148,Exp_31_400,0,DBSCAN,0.5692771084337349
149,Exp_31_400,1,DBSCAN,0.5398899587345254
150,Exp_31_400,2,DBSCAN,0.5875
151,Exp_31_400,3,DBSCAN,0.5
152,Exp_32_400,0,DBSCAN,0.7603092783505154
153,Exp_32_400,1,DBSCAN,0.5234192037470726
154,Exp_32_400,2,DBSCAN,0.5891071428571428
155,Exp_32_400,3,DBSCAN,1.0
156,Exp_20_400,0,DBSCAN,0.8021978021978022
157,Exp_20_400,1,DBSCAN,0.515807962529274
158,Exp_20_400,2,DBSCAN,0.5677299088649544
159,Exp_20_400,3,DBSCAN,1.0
160,Exp_6_400,0,DBSCAN,0.6888297872340425
161,Exp_6_400,1,DBSCAN,0.6484149855907781
162,Exp_6_400,2,DBSCAN,0.5926530612244898
163,Exp_6_400,3,DBSCAN,1.0
164,Exp_26_400,0,DBSCAN,0.9643430313868446
165,Exp_26_400,1,DBSCAN,0.8823529411764706
166,Exp_26_400,2,DBSCAN,0.751500600240096
167,Exp_26_400,3,DBSCAN,1.0
168,Exp_19_400,0,DBSCAN,0.564516129032258
169,Exp_19_400,1,DBSCAN,0.5111408199643493
170,Exp_19_400,2,DBSCAN,0.5302152317880795
171,Exp_19_400,3,DBSCAN,1.0
172,Exp_24_400,0,DBSCAN,0.5588235294117647
173,Exp_24_400,1,DBSCAN,0.5300950369588173
174,Exp_24_400,2,DBSCAN,0.521422261484099
175,Exp_24_400,3,DBSCAN,1.0
176,Exp_16_400,0,DBSCAN,0.6666666666666666
177,Exp_16_400,1,DBSCAN,0.5974199288256228
178,Exp_16_400,2,DBSCAN,0.5647820965842167
179,Exp_16_400,3,DBSCAN,1.0
180,Exp_29_400,0,DBSCAN,0.9166666666666667
181,Exp_29_400,1,DBSCAN,0.5412735849056604
182,Exp_29_400,2,DBSCAN,0.6405852417302799
183,Exp_29_400,3,DBSCAN,1.0
184,Exp_12_400,0,DBSCAN,0.6564102564102564
185,Exp_12_400,1,DBSCAN,0.5933609958506224
186,Exp_12_400,2,DBSCAN,0.614519906323185
187,Exp_12_400,3,DBSCAN,1.0
188,Exp_2_400,0,DBSCAN,0.5
189,Exp_2_400,1,DBSCAN,0.5369897959183674
190,Exp_2_400,2,DBSCAN,0.6045428072218987
191,Exp_2_400,3,DBSCAN,1.0
192,Exp_9_400,0,DBSCAN,0.8274111675126903
193,Exp_9_400,1,DBSCAN,0.553932584269663
194,Exp_9_400,2,DBSCAN,0.6114949748743719
195,Exp_9_400,3,DBSCAN,1.0
196,Exp_5_400,0,DBSCAN,0.8041237113402062
197,Exp_5_400,1,DBSCAN,0.5529279279279279
198,Exp_5_400,2,DBSCAN,0.5951035781544256
199,Exp_5_400,3,DBSCAN,1.0
200,Exp_10_400,0,DBSCAN,0.6305555555555555
201,Exp_10_400,1,DBSCAN,0.5177272727272727
202,Exp_10_400,2,DBSCAN,0.5160505836575875
203,Exp_10_400,3,DBSCAN,1.0
204,Exp_3_400,0,DBSCAN,0.5216216216216216
205,Exp_3_400,1,DBSCAN,0.5466724286949006
206,Exp_3_400,2,DBSCAN,0.5676271684798588
207,Exp_3_400,3,DBSCAN,0.5
208,Exp_17_400,0,DBSCAN,0.8808290155440415
209,Exp_17_400,1,DBSCAN,0.6503579952267303
210,Exp_17_400,2,DBSCAN,0.5976159793814433
211,Exp_17_400,3,DBSCAN,1.0
212,Exp_18_400,0,DBSCAN,0.7604166666666667
213,Exp_18_400,1,DBSCAN,0.5230998509687035
214,Exp_18_400,2,DBSCAN,0.5373576309794988
215,Exp_18_400,3,DBSCAN,1.0
216,Exp_0_400,0,DBSCAN,0.6918918918918919
217,Exp_0_400,1,DBSCAN,0.5268456375838926
218,Exp_0_400,2,DBSCAN,0.597457627118644
219,Exp_0_400,3,DBSCAN,1.0
220,Exp_7_400,0,DBSCAN,0.5414507772020726
221,Exp_7_400,1,DBSCAN,0.5248322147651007
222,Exp_7_400,2,DBSCAN,0.5673312883435583
223,Exp_7_400,3,DBSCAN,1.0
224,Exp_28_400,0,DBSCAN,0.881578947368421
225,Exp_28_400,1,DBSCAN,0.7390625
226,Exp_28_400,2,DBSCAN,0.6115125240847784
227,Exp_28_400,3,DBSCAN,1.0
228,Exp_27_400,0,DBSCAN,0.6174863387978142
229,Exp_27_400,1,DBSCAN,0.530467899891186
230,Exp_27_400,2,DBSCAN,0.6527467619472979
231,Exp_27_400,3,DBSCAN,0.5
232,Exp_13_400,0,DBSCAN,0.9696969696969697
233,Exp_13_400,1,DBSCAN,0.7216748768472907
234,Exp_13_400,2,DBSCAN,0.6211901306240929
235,Exp_13_400,3,DBSCAN,1.0
236,Exp_1_400,0,DBSCAN,0.5025
237,Exp_1_400,1,DBSCAN,0.5344603381014305
238,Exp_1_400,2,DBSCAN,0.5381786339754816
239,Exp_1_400,3,DBSCAN,1.0
240,Exp_25_400,0,DBSCAN,0.839779005524862
241,Exp_25_400,1,DBSCAN,0.5317365269461077
242,Exp_25_400,2,DBSCAN,0.5660272962006639
243,Exp_25_400,3,DBSCAN,1.0
244,Exp_11_400,0,DBSCAN,0.6785714285714286
245,Exp_11_400,1,DBSCAN,0.510213556174559
246,Exp_11_400,2,DBSCAN,0.5215202617669268
247,Exp_11_400,3,DBSCAN,1.0
248,Exp_4_400,0,DBSCAN,0.611731843575419
249,Exp_4_400,1,DBSCAN,0.537463976945245
250,Exp_4_400,2,DBSCAN,0.6069031639501439
251,Exp_4_400,3,DBSCAN,1.0
252,Exp_15_400,0,DBSCAN,0.6515957446808511
253,Exp_15_400,1,DBSCAN,0.5175359712230215
254,Exp_15_400,2,DBSCAN,0.5421183028801486
255,Exp_15_400,3,DBSCAN,1.0
256,Exp_21_400,0,DBSCAN,0.771356783919598
257,Exp_21_400,1,DBSCAN,0.5487804878048781
258,Exp_21_400,2,DBSCAN,0.6135274603759675
259,Exp_21_400,3,DBSCAN,0.5
260,Exp_22_400,0,DBSCAN,0.9166666666666667
261,Exp_22_400,1,DBSCAN,0.7029702970297029
262,Exp_22_400,2,DBSCAN,0.6415706051873199
263,Exp_22_400,3,DBSCAN,1.0
264,Exp_8_400,0,DBSCAN,0.9116022099447514
265,Exp_8_400,1,DBSCAN,0.5439814814814815
266,Exp_8_400,2,DBSCAN,0.6537142857142857
267,Exp_8_400,3,DBSCAN,1.0
268,Exp_23_400,0,DBSCAN,0.8385416666666667
269,Exp_23_400,1,DBSCAN,0.7718068535825545
270,Exp_23_400,2,DBSCAN,0.6005933117583603
271,Exp_23_400,3,DBSCAN,1.0
272,Exp_30_400,0,DBSCAN,0.8559782608695652
273,Exp_30_400,1,DBSCAN,0.7717065868263473
274,Exp_30_400,2,DBSCAN,0.6121718377088305
275,Exp_30_400,3,DBSCAN,1.0
276,Exp_14_400,0,DBSCAN,0.6370967741935484
277,Exp_14_400,1,DBSCAN,0.525711159737418
278,Exp_14_400,2,DBSCAN,0.5427040655531044
279,Exp_14_400,3,DBSCAN,1.0
280,Exp_34_500,0,DBSCAN,0.6758241758241759
281,Exp_34_500,1,DBSCAN,0.5493962678375411
282,Exp_34_500,2,DBSCAN,0.5962514642717689
283,Exp_34_500,3,DBSCAN,1.0
284,Exp_33_500,0,DBSCAN,0.7216216216216216
285,Exp_33_500,1,DBSCAN,0.5117813383600377
286,Exp_33_500,2,DBSCAN,0.5623028391167193
287,Exp_33_500,3,DBSCAN,1.0
288,Exp_31_500,0,DBSCAN,0.9771573604060914
289,Exp_31_500,1,DBSCAN,0.7661691542288558
290,Exp_31_500,2,DBSCAN,0.6475029036004646
291,Exp_31_500,3,DBSCAN,1.0
292,Exp_32_500,0,DBSCAN,0.631578947368421
293,Exp_32_500,1,DBSCAN,0.6616997792494481
294,Exp_32_500,2,DBSCAN,0.600811123986095
295,Exp_32_500,3,DBSCAN,1.0
296,Exp_20_500,0,DBSCAN,0.6648351648351648
297,Exp_20_500,1,DBSCAN,0.5180995475113123
298,Exp_20_500,2,DBSCAN,0.5557548992547613
299,Exp_20_500,3,DBSCAN,1.0
300,Exp_6_500,0,DBSCAN,0.7575757575757576
301,Exp_6_500,1,DBSCAN,0.5584319526627219
302,Exp_6_500,2,DBSCAN,0.6429840142095915
303,Exp_6_500,3,DBSCAN,1.0
304,Exp_26_500,0,DBSCAN,0.8367875647668394
305,Exp_26_500,1,DBSCAN,0.7135076252723311
306,Exp_26_500,2,DBSCAN,0.6172090457804743
307,Exp_26_500,3,DBSCAN,1.0
308,Exp_19_500,0,DBSCAN,0.5642458100558659
309,Exp_19_500,1,DBSCAN,0.5276907001044933
310,Exp_19_500,2,DBSCAN,0.6347552108579738
311,Exp_19_500,3,DBSCAN,1.0
312,Exp_24_500,0,DBSCAN,0.764367816091954
313,Exp_24_500,1,DBSCAN,0.5232558139534884
314,Exp_24_500,2,DBSCAN,0.550641940085592
315,Exp_24_500,3,DBSCAN,1.0
316,Exp_16_500,0,DBSCAN,0.8869346733668342
317,Exp_16_500,1,DBSCAN,0.6545012165450121
318,Exp_16_500,2,DBSCAN,0.6495031616982836
319,Exp_16_500,3,DBSCAN,1.0
320,Exp_29_500,0,DBSCAN,0.743455497382199
321,Exp_29_500,1,DBSCAN,0.5245310245310245
322,Exp_29_500,2,DBSCAN,0.591044776119403
323,Exp_29_500,3,DBSCAN,1.0
324,Exp_12_500,0,DBSCAN,0.5054945054945055
325,Exp_12_500,1,DBSCAN,0.5074626865671642
326,Exp_12_500,2,DBSCAN,0.5150107991360691
327,Exp_12_500,3,DBSCAN,1.0
328,Exp_2_500,0,DBSCAN,0.985
329,Exp_2_500,1,DBSCAN,0.7346938775510204
330,Exp_2_500,2,DBSCAN,0.6613021214337966
331,Exp_2_500,3,DBSCAN,1.0
332,Exp_9_500,0,DBSCAN,0.9338813875876428
333,Exp_9_500,1,DBSCAN,0.6116279069767442
334,Exp_9_500,2,DBSCAN,0.5208333333333334
335,Exp_9_500,3,DBSCAN,1.0
336,Exp_5_500,0,DBSCAN,0.9739936885305365
337,Exp_5_500,1,DBSCAN,0.5907504363001745
338,Exp_5_500,2,DBSCAN,0.5225859925404062
339,Exp_5_500,3,DBSCAN,1.0
340,Exp_10_500,0,DBSCAN,0.9387755102040816
341,Exp_10_500,1,DBSCAN,0.6964285714285714
342,Exp_10_500,2,DBSCAN,0.5995575221238938
343,Exp_10_500,3,DBSCAN,1.0
344,Exp_3_500,0,DBSCAN,0.734375
345,Exp_3_500,1,DBSCAN,0.5213864306784661
346,Exp_3_500,2,DBSCAN,0.5765250544662309
347,Exp_3_500,3,DBSCAN,1.0
348,Exp_17_500,0,DBSCAN,0.9226804123711341
349,Exp_17_500,1,DBSCAN,0.663594470046083
350,Exp_17_500,2,DBSCAN,0.6088631984585742
351,Exp_17_500,3,DBSCAN,1.0
352,Exp_18_500,0,DBSCAN,0.8
353,Exp_18_500,1,DBSCAN,0.6925465838509317
354,Exp_18_500,2,DBSCAN,0.7172619047619048
355,Exp_18_500,3,DBSCAN,1.0
356,Exp_0_500,0,DBSCAN,0.5892857142857143
357,Exp_0_500,1,DBSCAN,0.5192479856759177
358,Exp_0_500,2,DBSCAN,0.5057773109243697
359,Exp_0_500,3,DBSCAN,1.0
360,Exp_7_500,0,DBSCAN,0.8141361256544503
361,Exp_7_500,1,DBSCAN,0.5364161849710982
362,Exp_7_500,2,DBSCAN,0.6585088218554354
363,Exp_7_500,3,DBSCAN,1.0
364,Exp_28_500,0,DBSCAN,0.6227544910179641
365,Exp_28_500,1,DBSCAN,0.6089828269484808
366,Exp_28_500,2,DBSCAN,0.7946884576098059
367,Exp_28_500,3,DBSCAN,1.0
368,Exp_27_500,0,DBSCAN,0.9798994974874372
369,Exp_27_500,1,DBSCAN,0.6269035532994924
370,Exp_27_500,2,DBSCAN,0.6089934484812388
371,Exp_27_500,3,DBSCAN,1.0
372,Exp_13_500,0,DBSCAN,0.5076530612244898
373,Exp_13_500,1,DBSCAN,0.5465517241379311
374,Exp_13_500,2,DBSCAN,0.5694597574421169
375,Exp_13_500,3,DBSCAN,1.0
376,Exp_1_500,0,DBSCAN,0.5291005291005291
377,Exp_1_500,1,DBSCAN,0.5476190476190477
378,Exp_1_500,2,DBSCAN,0.5854825291181365
379,Exp_1_500,3,DBSCAN,1.0
380,Exp_25_500,0,DBSCAN,0.9773869346733668
381,Exp_25_500,1,DBSCAN,0.948780487804878
382,Exp_25_500,2,DBSCAN,0.625968992248062
383,Exp_25_500,3,DBSCAN,1.0
384,Exp_11_500,0,DBSCAN,0.5054054054054054
385,Exp_11_500,1,DBSCAN,0.5168248490077653
386,Exp_11_500,2,DBSCAN,0.5548929249119002
387,Exp_11_500,3,DBSCAN,1.0
388,Exp_4_500,0,DBSCAN,0.5564516129032258
389,Exp_4_500,1,DBSCAN,0.516905737704918
390,Exp_4_500,2,DBSCAN,0.6270358306188926
391,Exp_4_500,3,DBSCAN,1.0
392,Exp_15_500,0,DBSCAN,0.6658163265306123
393,Exp_15_500,1,DBSCAN,0.799047619047619
394,Exp_15_500,2,DBSCAN,0.5632372214941023
395,Exp_15_500,3,DBSCAN,1.0
396,Exp_21_500,0,DBSCAN,0.5615384615384615
397,Exp_21_500,1,DBSCAN,0.5374548736462094
398,Exp_21_500,2,DBSCAN,0.5529562383612663
399,Exp_21_500,3,DBSCAN,1.0
400,Exp_22_500,0,DBSCAN,0.97
401,Exp_22_500,1,DBSCAN,0.7321428571428572
402,Exp_22_500,2,DBSCAN,0.5232029117379435
403,Exp_22_500,3,DBSCAN,1.0
404,Exp_8_500,0,DBSCAN,0.9234693877551021
405,Exp_8_500,1,DBSCAN,0.589527027027027
406,Exp_8_500,2,DBSCAN,0.6116412213740459
407,Exp_8_500,3,DBSCAN,1.0
408,Exp_23_500,0,DBSCAN,0.9798994974874372
409,Exp_23_500,1,DBSCAN,0.8842364532019704
410,Exp_23_500,2,DBSCAN,0.5242718446601942
411,Exp_23_500,3,DBSCAN,0.5
412,Exp_30_500,0,DBSCAN,0.71875
413,Exp_30_500,1,DBSCAN,0.5276564774381368
414,Exp_30_500,2,DBSCAN,0.5640429338103756
415,Exp_30_500,3,DBSCAN,1.0
416,Exp_14_500,0,DBSCAN,0.9065103225123166
417,Exp_14_500,1,DBSCAN,0.5513029315960912
418,Exp_14_500,2,DBSCAN,0.6073619631901841
419,Exp_14_500,3,DBSCAN,1.0
0,Exp_34_300,0,OPTICS,0.548649108473724
1,Exp_34_300,1,OPTICS,0.5152492747148822
2,Exp_34_300,2,OPTICS,0.4994928522057775
3,Exp_34_300,3,OPTICS,0.5
4,Exp_33_300,0,OPTICS,0.5117454797644714
5,Exp_33_300,1,OPTICS,0.5191737052246728
6,Exp_33_300,2,OPTICS,0.5036307484498469
7,Exp_33_300,3,OPTICS,1.0
